好的	OK
查获	to track down and seize (a criminal suspect, contraband etc)
楼上	upstairs; (Internet slang) previous poster in a forum thread
经历	experience; CL:個|个[ge4],次[ci4]; to experience; to go through
钞票	paper money; a bill (e.g. 100 yuan); CL:張|张[zhang1],紮|扎[za1]
干脆	candid; direct and to the point; simply; just; might as well
个别	individually; one by one; just one or two; exceptional; rare
奉献	to offer respectfully; to consecrate; to dedicate; to devote
出身	to be born of; to come from; family background; class origin
脑袋	head; skull; brains; mental capability; CL:顆|颗[ke1],個|个[ge4]
冻结	to freeze (water etc); (fig.) to freeze (assets, prices etc)
近日	(in) the past few days; recently; (within) the next few days
矛盾	contradiction; CL:個|个[ge4]; conflicting views; contradictory
研究	research; a study; CL:項|项[xiang4]; to research; to look into
方位	direction; points of the compass; bearing; position; azimuth
签名	to sign (one's name with a pen etc); to autograph; signature
以后	after; later; afterwards; following; later on; in the future
通信	to correspond (by letter etc); to communicate; communication
头脑	brains; mind; skull; (fig.) gist (of a matter); leader; boss
宿舍	dormitory; dorm room; living quarters; hostel; CL:間|间[jian1]
寒暄	to exchange conventional greetings; to exchange pleasantries
晚点	(of trains etc) late; delayed; behind schedule; light dinner
荒唐	beyond belief; preposterous; absurd; intemperate; dissipated
推出	to push out; to release; to launch; to publish; to recommend
籍贯	one's native place; place of ancestry; registered birthplace
家喻户晓	understood by everyone (idiom); well known; a household name
学员	student; member of an institution of learning; officer cadet
揭露	to expose; to unmask; to ferret out; to disclose; disclosure
增进	to promote; to enhance; to further; to advance (a cause etc)
历代	successive generations; successive dynasties; past dynasties
目睹	to witness; to see at first hand; to see with one's own eyes
凝固	to freeze; to solidify; to congeal; fig. with rapt attention
气势	imposing manner; loftiness; grandeur; energetic looks; vigor
权衡	to consider; to weigh (a matter); to balance (pros and cons)
神气	expression; manner; vigorous; impressive; lofty; pretentious
完备	faultless; complete; perfect; to leave nothing to be desired
兴高采烈	happy and excited (idiom); in high spirits; in great delight
兴致勃勃	to become exhilarated (idiom); in high spirits; full of zest
汹涌	to surge up violently (of ocean, river, lake etc); turbulent
压榨	to press; to squeeze; to extract juice, oil etc by squeezing
一如既往	(idiom) just as in the past; as before; continuing as always
隐瞒	to conceal; to hide (a taboo subject); to cover up the truth
自力更生	regeneration through one's own effort (idiom); self-reliance
爱护	to cherish; to treasure; to take care of; to love and protect
传统	tradition; traditional; convention; conventional; CL:個|个[ge4]
关于	pertaining to; concerning; with regard to; about; a matter of
告别	to leave; to part from; to bid farewell to; to say goodbye to
好处	benefit; advantage; merit; gain; profit; also pr. [hao3 chu4]
待会儿	in a moment; later; also pr. [dai1 hui3 r5] or [dai1 hui5 r5]
母语	native language; mother tongue; (linguistics) parent language
接受	to accept (a suggestion, punishment, bribe etc); to acquiesce
一般	same; ordinary; so-so; common; general; generally; in general
高度	height; altitude; elevation; high degree; highly; CL:個|个[ge4]
赤道	equator (of the earth or a celestial body); celestial equator
公安	(Ministry of) Public Security; public safety; public security
回信	to reply; to write back; letter written in reply; CL:封[feng1]
孔明灯	sky lantern (miniature hot-air balloon used during festivals)
发育	to develop; to mature; growth; development; (sexually) mature
来往	to come and go; to have dealings with; to be in relation with
粉色	pink; white; erotic; beautiful woman; powdered (with make-up)
展开	to unfold; to spread out; to open up; to launch; to carry out
上来	to come up; to approach; (verb complement indicating success)
贵族	lord; nobility; nobleman; noblewoman; aristocrat; aristocracy
后代	descendant; progeny; posterity; later ages; later generations
同胞	born of the same parents; sibling; fellow citizen; compatriot
宣传	to disseminate; to give publicity to; propaganda; CL:個|个[ge4]
图书	books (in a library or bookstore); CL:本[ben3],冊|册[ce4],部[bu4]
陷入	to sink into; to get caught up in; to land in (a predicament)
展现	to unfold before one's eyes; to emerge; to reveal; to display
做梦	to dream; to have a dream; fig. illusion; fantasy; pipe dream
开除	to expel (a member of an organization); to fire (an employee)
勘探	to explore; to survey; to prospect (for oil etc); prospecting
口气	tone of voice; the way one speaks; manner of expression; tone
摸索	to feel about; to grope about; to fumble; to do things slowly
逆行	to go the wrong way; to go against one-way traffic regulation
岂有此理	how can this be so? (idiom); preposterous; ridiculous; absurd
生物	organism; living creature; life form; biological; CL:個|个[ge4]
信赖	to trust; to have confidence in; to have faith in; to rely on
昼夜	day and night; period of 24 hours; continuously, without stop
布置	to put in order; to arrange; to decorate; to fix up; to deploy
补考	to sit for a makeup exam; to resit an exam; makeup exam; resit
补习	to take extra lessons in a cram school or with a private tutor
唱片	gramophone record; LP; music CD; musical album; CL:張|张[zhang1]
环境	environment; circumstances; surroundings; CL:個|个[ge4]; ambient
初中	junior high school (abbr. for 初級中學|初级中学[chu1 ji2 zhong1 xue2])
传来	(of a sound) to come through; to be heard; (of news) to arrive
此致	(used at the end of a letter to introduce a polite salutation)
合格	to meet the standard required; qualified; eligible (voter etc)
解释	explanation; to explain; to interpret; to resolve; CL:個|个[ge4]
建设	to build; to construct; to establish; to develop; to institute
对外	external; foreign; pertaining to external or foreign (affairs)
行李箱	suitcase; baggage compartment; overhead bin; (car) trunk; boot
干扰	to disturb; to interfere; perturbation; interference (physics)
来不及	there's not enough time (to do sth); it's too late (to do sth)
冷静	calm; cool-headed; dispassionate; (of a place) deserted; quiet
红包	money wrapped in red as a gift; bonus payment; kickback; bribe
后头	behind; the back; the rear; later; afterwards; (in) the future
价值	value; worth; fig. values (ethical, cultural etc); CL:個|个[ge4]
交易	to deal; to trade; to transact; transaction; deal; CL:筆|笔[bi3]
任务	mission; assignment; task; duty; role; CL:項|项[xiang4],個|个[ge4]
平安	safe and sound; well; without mishap; quiet and safe; at peace
一些	some; a few; a little; (following an adjective) slightly ...er
杰出	outstanding; distinguished; remarkable; prominent; illustrious
议论	to comment; to talk about; to discuss; discussion; CL:個|个[ge4]
腐蚀	corrosion; to corrode (degrade chemically); to rot; corruption
内外	inside and outside; domestic and foreign; approximately; about
握爪	v. Hold+claw. A cute way of saying 握手 [wò shǒu] “shake hands.”
好好儿	in good condition; perfectly good; carefully; well; thoroughly
十足	ample; complete; hundred percent; a pure shade (of some color)
手段	method; way; means (of doing sth); skill; ability; trick; wile
上演	to screen (a movie); to stage (a play); a screening; a staging
推开	to push open (a gate etc); to push away; to reject; to decline
行列	formation; array; (fig.) ranks (as in "join the ranks of ...")
表情包	image macro; visual meme; sticker package; emoticon collection
通话	to hold a conversation; to talk over the telephone; phone call
挥霍	to squander money; extravagant; prodigal; free and easy; agile
嘴欠	(coll.) unable to control one's tongue; prone to say sth nasty
高冷	reserved; aloof; (geography) (of a location) elevated and cold
一身	whole body; from head to toe; single person; a suit of clothes
主导	leading; dominant; prevailing; to lead; to direct; to dominate
空隙	crack; gap between two objects; gap in time between two events
中期	middle (of a period of time); medium-term (plan, forecast etc)
习惯用语	idiom; idiomatic expression; habitual form of speech (grammar)
好坏	good or bad; good and bad; standard; quality; (coll.) very bad
虐待	to mistreat; to maltreat; to abuse; mistreatment; maltreatment
判决	judgment (by a court of law); to pass judgment on; to sentence
谴责	to denounce; to condemn; to criticize; condemnation; criticism
融洽	harmonious; friendly relations; on good terms with one another
疏远	to drift apart; to become estranged; to alienate; estrangement
熄灭	to stop burning; to go out (of fire); to die out; extinguished
心血	heart's blood; expenditure (for some project); meticulous care
掩护	to screen; to shield; to cover; protection; cover; CL:面[mian4]
永恒	eternal; everlasting; fig. to pass into eternity (i.e. to die)
滋润	moist; humid; to moisten; to provide moisture; comfortably off
保护	to protect; to defend; to safeguard; protection; CL:種|种[zhong3]
除了	besides; apart from (... also...); in addition to; except (for)
采访	to interview; to gather news; to hunt for and collect; to cover
鞭策	to spur on; to urge on; to encourage sb (e.g. to make progress)
啤酒	beer (loanword); CL:杯[bei1],瓶[ping2],罐[guan4],桶[tong3],缸[gang1]
对应	to correspond (to); to be equivalent to; to be a counterpart to
接待	to receive; to entertain; to host (guests, visitors or clients)
垃圾桶	rubbish bin; trash can; garbage can; Taiwan pr. [le4 se4 tong3]
更换	to replace (a worn-out tire etc); to change (one's address etc)
固定	to fix; to fasten; to set rigidly in place; fixed; set; regular
欢乐	gaiety; gladness; glee; merriment; pleasure; happy; joyous; gay
稿子	draft of a document; script; manuscript; mental plan; precedent
教练	instructor; sports coach; trainer; CL:個|个[ge4],位[wei4],名[ming2]
大肆	wantonly; without restraint (of enemy or malefactor); unbridled
寶媽	n. Baby+mom. This Internet refers to mothers of young children.
南方	south; southern China (areas to the south of the Yangtze River)
俱乐部	club (the organisation or its premises) (loanword); CL:個|个[ge4]
领导	lead; leading; to lead; leadership; leader; CL:位[wei4],個|个[ge4]
没错	that's right; sure!; rest assured!; that's good; can't go wrong
只好	to have no other option but to ...; to have to; to be forced to
