丐	to beg for alms; beggar; variant of 丐[gai4]
罩	to cover; to spread over; a cover; a shade; a hood; bamboo fish trap; bamboo chicken coop; to protect; to have sb's back; awesome; incredible; to have things under control; to be able to handle it
煮	to cook; to boil
撇	to cast away; to fling aside; to throw; to cast; left-slanting downward brush stroke
慧	intelligent
霍	surname Huo; suddenly; sound of sharpening a knife
币	money; coins; currency; silk
艘	classifier for ships; Taiwan pr. [sao1]
泪	tears
幼	young
甜	sweet
歌	song; to sing
蕉	banana; see 蕉萃[qiao2 cui4]
孝	filial piety or obedience; mourning apparel
剩	to remain; to be left; to have as remainder
初	at first; beginning; first; junior; basic
萃	collect; collection; dense; grassy; thick; assemble; gather
晰	clear; distinct; white
有	to have; there is; having; with; -ful; -ed; -al
敏	quick; nimble; agile; quick-witted; smart
倘	used in 倘佯[chang2 yang2]; if; supposing; in case
夸	used in 夸克[kua1 ke4]; to boast; to exaggerate; to praise
牧	surname Mu; to herd; to breed livestock; to govern; government official
入	to enter; to go into; to join; to become a member of; to confirm or agree with; abbr. for 入聲|入声[ru4 sheng1]
旱	drought
限	to limit; to restrict; limit; bound
绑	to tie; bind or fasten together; to kidnap
王	surname Wang; king or monarch; best or strongest of its type; grand; great; to rule; to reign over
鄙	rustic; low; base; mean; to despise; to scorn
咋	dialectal equivalent of 怎麼|怎么[zen3 me5]; gnaw; loud noise; shout; suddenly
试	to test; to try; experiment; examination; test
好	good; appropriate; proper; all right!; easy to; good to; so; ; close; on intimate terms; hello; to be fond of; to have a tendency to; to be prone to; well; carefully; nicely; properly
嘱	to enjoin; to implore; to urge
天	day; sky; heaven; every day
诞	birth; birthday; brag; boast; to increase
瀑	shower; waterfall
筛	a sieve; to sieve; to sift; to filter; to eliminate through selection; to warm a pot of rice wine; to pour; to strike
豆	legume; pulse; bean; pea; stemmed sacrificial vessel
曲	surname Qu; bent; crooked; wrong; tune; song; yeast; Aspergillus; Taiwan pr. [qu2]
拉	to pull; to play; to drag; to draw; to chat; to empty one's bowels; Lala, Philippines; lesbian; Labrador retriever
递	to hand over; to pass on; to deliver; progressively; in the proper order
绅	member of gentry
诉	to complain; to sue; to tell
紧	tight; strict; close at hand; near; urgent; tense; hard up; short of money; to tighten; closely; tightly
了	; ; ; to finish; to achieve; to understand clearly; to realize clearly; to settle a matter; to get it over with; bright; clear-sighted; to understand clearly
世	surname Shi; life; age; generation; era; world; lifetime; epoch; descendant; noble; from age to age
恰	exactly; just; exactly; just; precisely
展	surname Zhan; to spread out; to open up; to exhibit; to put into effect; to postpone; to prolong; exhibition
滩	beach; shoal; rapids; classifier for liquids: pool, puddle
斯	Slovakia; Slovak; abbr. for 斯洛伐克[Si1 luo4 fa2 ke4]; ; this
惠	surname Hui; act of kindness; kind
赁	to rent
烧	to burn; to cook; to stew; to bake; to roast; to heat; to boil; fever; to run a temperature; to let things go to one's head
材	material; timber; ability; aptitude; a capable individual; coffin
痪	illness; numbness of the limbs
骂	to scold; to abuse; to curse
嗓	throat; voice
凭	to lean against; to rely on; on the basis of; no matter; proof
夜	night; every night
金	surname Jin; surname Kim; Jurchen Jin dynasty; gold; chemical element Au; generic term for lustrous and ductile metals; money; golden; highly respected; one of the eight categories of ancient musical instruments 八音[ba1 yin1]
藏	Tibet; abbr. for Xizang or Tibet Autonomous Region 西藏[Xi1 zang4]; to conceal; to hide away; to harbor; to store; to collect; storehouse; depository; Buddhist or Taoist scripture
美	the Americas; USA; beautiful; very satisfactory; good; to beautify; to be pleased with oneself
谦	modest
符	surname Fu; mark; sign; talisman; to seal; to correspond to; tally; symbol; written charm; to coincide
边	side; edge; margin; border; boundary; simultaneously; suffix of a noun of locality
艾	surname Ai; Chinese mugwort or wormwood; moxa; to stop or cut short; phonetic "ai" or "i"; abbr. for 艾滋病[ai4 zi1 bing4], AIDS; to mow; to cut; to reap; to redress
恼	to get angry
酥	flaky pastry; crunchy; limp; soft; silky
宣	surname Xuan; to declare; to announce
屡	time and again; repeatedly; frequently; again and again; repeatedly
枣	jujube; Chinese date
军	army; military
堆	to pile up; to heap up; a mass; pile; heap; stack; large amount
堤	dike; Taiwan pr. [ti2]
染	to dye; to catch; to acquire; to contaminate; to add color washes to a painting
刻	quarter; moment; to carve; to engrave; to cut; oppressive; classifier for short time intervals
超	to exceed; to overtake; to surpass; to transcend; to pass; to cross; ultra-; super-
贪	to have a voracious desire for; to covet; greedy; corrupt
我	I; me; my
仿	to imitate; to copy; seemingly
疤	scar; scab
己	self; oneself; sixth of the ten Heavenly Stems 十天干[shi2 tian1 gan1]; sixth in order; letter "F" or Roman "VI" in list "A, B, C", or "I, II, III" etc; hexa
朝	abbr. for 朝鮮|朝鲜[Chao2 xian3] Korea; imperial or royal court; government; dynasty; reign of a sovereign or emperor; court or assembly held by a sovereign or emperor; to make a pilgrimage to; facing; towards; morning; every day
钢	steel
瓶	bottle; vase; pitcher; classifier for wine and liquids
缴	to hand in; to hand over; to seize
席	surname Xi; woven mat; seat; banquet; place in a democratic assembly; classifier for banquets, conversations etc; woven mat
就	in that case; then; as soon as; immediately after; merely; nothing else but; simply; just; precisely; exactly; only; as little as; as much as; as many as; to approach; to move towards; to undertake; to engage in; taking advantage of; to go with; with regard to; concerning; even if ... still ...; if not ... then must be ...
竹	bamboo; Kangxi radical 118
舔	to lick; to lap
摄	to take in; to absorb; to assimilate; to take; to conserve; to act for
色	color; look; appearance; sex; color; used in 色子[shai3 zi5]
牵	to lead along; to pull; to involve; to draw in
誓	oath; vow; to swear; to pledge
掐	to pick; to pinch; to nip; to pinch off; to clutch; to fight
羊	surname Yang; sheep; goat
巾	towel; general purpose cloth; women's headcovering; Kangxi radical 50
默	silent; to write from memory; in silence; not speaking
薯	potato; yam
搜	to search
猝	abruptly; suddenly; unexpectedly
吻	kiss; to kiss; mouth
磋	deliberate; to polish
坞	dock; low wall
剖	to cut open; to analyze; Taiwan pr. [pou3]
舰	warship
蚁	ant
绝	to cut short; extinct; to disappear; to vanish; absolutely; by no means
帐	curtain; tent; canopy
孩	child
咐	used in 吩咐[fen1fu5] and 囑咐|嘱咐[zhu3fu5]
蹭	to rub against; to walk slowly; to freeload
夏	the Xia or Hsia dynasty c. 2000 BC; Xia of the Sixteen Kingdoms; surname Xia; summer
项	surname Xiang; back of neck; item; thing; term; sum; classifier for principles, items, clauses, tasks, research projects etc
介	to introduce; to lie between; between; shell; armor
挡	to resist; to obstruct; to hinder; to keep off; to block; to get in the way of; cover; gear; to arrange; to put in order
暖	warm; to warm; Nuannuan District of Keelung City 基隆市[Ji1 long2 Shi4], Taiwan; variant of 暖[nuan3], warm
燥	dry; parched; impatient; vexed; minced meat
倾	to overturn; to collapse; to lean; to tend; to incline; to pour out
郑	Zheng state during the Warring States period; surname Zheng; abbr. for 鄭州|郑州[Zheng4 zhou1]; bound form used in 鄭重|郑重[zheng4 zhong4] and 雅鄭|雅郑[ya3 zheng4]
脊	spine; backbone; ridge
距	to be at a distance of ... from; to be apart from; distance; spur
瘤	tumor
树	tree; to cultivate; to set up
寺	Buddhist temple; mosque; government office
票	ticket; ballot; banknote; person held for ransom; amateur performance of Chinese opera; classifier for groups, batches, business transactions
调	to transfer; to move; to investigate; to enquire into; accent; view; argument; key; mode; tune; tone; melody; to harmonize; to reconcile; to blend; to suit well; to adjust; to regulate; to season; to provoke; to incite
连	surname Lian; to link; to join; to connect; continuously; in succession; including; even; company; repeatedly; again and again
稼	to sow grain; crop
委	surname Wei; same as 逶 in 逶迤 winding, curved; to entrust; to cast aside; to shift; to accumulate; roundabout; winding; dejected; listless; committee member; council; end; actually; certainly
瞧	to look at; to see; to see; to visit
河	river
啥	dialectal equivalent of 什麼|什么[shen2 me5]; also pr. [sha4]
民	surname Min; the people; inhabitants of a country
部	ministry; department; section; part; division; troops; board; classifier for works of literature, films, machines etc
酗	drunk
予	I; me; to give
恳	earnest
酌	to pour wine; to drink wine; to deliberate; to consider
杉	China fir; Cunninghamia lanceolata; also pr. [sha1]
竭	to exhaust
静	still; calm; quiet; not moving
逐	to pursue; to chase away; individually; one by one
熙	; bright; prosperous; splendid; genial
亦	also
飞	to fly
披	to drape over one's shoulders; to open; to unroll; to split open; to spread out
泽	pool; pond; luster; favor or beneficence; damp; moist
刺	whoosh; thorn; sting; thrust; to prick; to pierce; to stab; to assassinate; to murder
穷	poor; destitute; to use up; to exhaust; thoroughly; extremely; persistently and pointlessly
奠	to fix; to settle; a libation to the dead
寿	surname Shou; long life; old age; age; life; birthday; funerary
究	after all; to investigate; to study carefully; Taiwan pr. [jiu4]
触	to touch; to make contact with sth; to stir up sb's emotions
价	price; value; valence; great; good; middleman; servant
增	to increase; to augment; to add to
愣	to look distracted; to stare blankly; distracted; blank; unexpectedly; rash; rashly
脂	fat; rouge; resin
泡	puffed; swollen; spongy; small lake; classifier for urine or feces; bubble; foam; blister; to soak; to steep; to infuse; to dawdle; to loiter; to pick up; to get off with; classifier for occurrences of an action; classifier for number of infusions; bubbles
羽	feather; 5th note in pentatonic scale
偿	to repay; to compensate for; to recompense; to fulfill
逊	to abdicate; modest; yielding; unpretentious; inferior to; to suck
坡	slope; sloping; slanted
忘	to forget; to overlook; to neglect
哨	a whistle; sentry
怎	how
体	body; form; style; system; substance; to experience; aspect
揍	to hit; to beat; to smash
叉	fork; pitchfork; prong; pick; cross; intersect; "X"; to cross; be stuck; to diverge; to open
捞	to fish up; to dredge up
蚀	to nibble away at sth; to eat into; to erode
狈	a legendary wolf; distressed; wretched
只	only; merely; just; but; grain that has begun to ripen; classifier for birds and certain animals, one of a pair, some utensils, vessels etc
刹	Buddhist monastery, temple or shrine; to brake
喜	to be fond of; to like; to enjoy; to be happy; to feel pleased; happiness; delight; glad
蔓	used in 蔓菁[man2 jing5]; creeper; to spread
泉	spring; mouth of a spring; coin
点	point; dot; drop; speck; o'clock; point; to draw a dot; to check on a list; to choose; to order; to touch briefly; to hint; to light; to ignite; to pour a liquid drop by drop; one fifth of a two-hour watch 更[geng1]; dot stroke in Chinese characters; classifier for items; Diandian; point; speck
伽	traditionally used as phonetic for "ga"; also pr. [ga1]; also pr. [qie2]
止	to stop; to prohibit; until; only
告	to say; to tell; to announce; to report; to denounce; to file a lawsuit; to sue
贝	surname Bei; cowrie; shellfish; currency
促	of short duration; hasty; rapid; to hasten; to hurry; to urge; close by; pressed against
贸	commerce; trade
讼	litigation
褂	Chinese-style unlined garment; gown
组	surname Zu; to form; to organize; group; team; classifier for sets, series, groups of people, batteries
剥	to peel; to skin; to shell; to shuck; to peel; to skin; to flay; to shuck
缠	to wind around; to wrap round; to coil; tangle; to involve; to bother; to annoy
