"爱情⠀";"àiqíng";"/romance; love (romantic)/CL:份[fen4]//romance; love (romantic)/CL:份[fèn]";"爱 (love)";"Other words using this character: 爱 (love); 爱好 (hobby); 可爱 (adorable)";"情 (feelings)";"Other words using this character: 事情 (affair); 热情 (enthusiastic); 感情 (emotion); 情况 (circumstances); 同情 (sympathize); 心情 (mood)";"❈ 他们之间的爱情很美丽。";"<i>tāmen zhījiān de àiqíng hěn měilì.</i><br></br>Their romance is very beautiful.";"❈ 她对爱情有着很多幻想。";"<i>tā duì àiqíng yǒuzhe hěnduō huànxiǎng.</i><br></br>She has a lot of fantasies about love.";"❈ 爱情是一门艺术。";"<i>àiqíng shì yīmén yìshù.</i><br></br>Love is an art.";"❈ 他们的爱情故事感人至深。";"<i>tāmen de àiqínggùshi gǎnrénzhìshēn.</i><br></br>Their love story is deeply moving.";"❈ 她对爱情充满了向往。";"<i>tā duì àiqíng chōngmǎn le xiàngwǎng.</i><br></br>She is full of yearning for romance.";"❈ 爱情是人生中最美好的事情之一。";"<i>àiqíng shì rénshēng zhōng zuì měihǎo de shìqing zhīyī.</i><br></br>Love is one of the best things in life."
"邮局⠀";"yóujú";"/post office/CL:家[jia1],個|个[ge4]//post office/CL:家[jiā],个[gè]";"邮 (mail)";"Other words using this character: 电子邮件 (email)";"局 (narrow)";"There are no other HSK words in this level (or before) using this character.";"❈ 这个邮局的服务很好。";"<i>zhège yóujú de fúwù hěn hǎo.</i><br></br>The service at this post office is very good.";"❈ 邮局离这里很近。";"<i>yóujú lí zhèlǐ hěnjìn.</i><br></br>The post office is very close to here.";"❈ 我需要去邮局寄一封信。";"<i>wǒ xūyào qù yóujú jì yīfēngxìn.</i><br></br>I need to go to the post office to mail a letter.";"🐇 金凌去邮局寄信给舅舅，表达了自己的想念之情。";"<i>jīnlíngqù yóujú jìxìn gěi jiùjiu, biǎodá le zìjǐ de xiǎngniàn zhīqíng.</i><br></br>Jin Ling went to the post office to send a letter to his uncle, expressing his longing.";"🐇 蓝忘机在邮局排队寄包裹，一丝不苟地填写着寄递单。";"<i>lánwàngjī zài yóujú páiduì jì bāoguǒ, yīsībùgǒu dì tiánxiě zhe jìdì dān.</i><br></br>Lan Wangji queued at the post office to send a package, meticulously filling out the delivery form.";"♻❈ 我要把这封信拿去邮局寄出。";"<i>wǒyào bǎ zhè fēngxìn ná qù yóujú jìchū.</i><br></br>I want to take this letter to the post office to mail it."
"尤其⠀";"yóuqí";"/especially; particularly//especially; particularly";"尤 (outstanding)";"There are no other HSK words in this level (or before) using this character.";"其 (its)";"Other words using this character: 其实 (actually); 其他 (other); 其次 (next); 其中 (among)";"❈ 这个问题尤其需要我们的关注。";"<i>zhège wèntí yóuqí xūyào wǒmen de guānzhù.</i><br></br>This issue particularly needs our attention.";"❈ 她尤其擅长烹饪意大利菜。";"<i>tā yóuqí shàncháng pēngrèn yìdàlì cài.</i><br></br>She is particularly good at cooking Italian food.";"❈ 我尤其喜欢这个城市的夜景。";"<i>wǒ yóuqí xǐhuan zhège chéngshì de yèjǐng.</i><br></br>I especially like the night view of this city.";"🐇 江澄尤其擅长使紫电，那是他的武器。";"<i>jiāngchéng yóuqí shàncháng shǐ zǐdiàn, nà shì tā de wǔqì.</i><br></br>Jiang Cheng is especially skilled in using Zidian, his signature weapon.";"🐇 蓝曦臣尤其温柔，待人宽厚。";"<i>lánxīchén yóuqí wēnróu, dàirén kuānhòu.</i><br></br>Lan Xichen is particularly gentle and treats others with kindness.";"♻❈ 她喜欢绘画，尤其是油画。";"<i>tā xǐhuan huìhuà, yóuqí shì yóuhuà.</i><br></br>She likes to draw, especially oil paintings."
"有趣⠀";"yǒuqù";"/interesting/fascinating/amusing//interesting/fascinating/amusing";"有 (have)";"Other words using this character: 有 (have); 有名 (famous); 所有 (all)";"趣 (interesting)";"Other words using this character: 感兴趣 (interested)";"❈ 这本书很有趣。";"<i>zhè běnshū hěn yǒuqù.</i><br></br>This book is very interesting.";"❈ 他的幽默很有趣。";"<i>tā de yōumò hěn yǒuqù.</i><br></br>His humor is very amusing.";"❈ 这个故事非常有趣。";"<i>zhège gùshi fēicháng yǒuqù.</i><br></br>This story is extremely fascinating.";"❈ 这本书非常有趣。";"<i>zhè běnshū fēicháng yǒuqù.</i><br></br>This book is very interesting.";"❈ 这个故事很有趣，你一定要听听。";"<i>zhège gùshi hěn yǒuqù, nǐ yīdìng yào tīngtīng.</i><br></br>This story is very fascinating, you must listen to it.";"❈ 他的幽默总是能让人觉得有趣。";"<i>tā de yōumò zǒngshì néng ràng rén juéde yǒuqù.</i><br></br>His humor always makes people feel amused."
"友好⠀";"yǒuhǎo";"/friendly; amicable/close friend//friendly; amicable; close friend; Youhao district of Yichun city 伊春市[Yī chūn shì], Heilongjiang";"友 (friend)";"Other words using this character: 朋友 (friend); 友谊 (friendship)";"好 (good)";"Other words using this character: 好 (good); 好吃 (fond of eating); 爱好 (hobby); 好处 (benefit); 好像 (seem like); 正好 (just); 只好 (have to); 最好 (best)";"❈ 这个城市的人们都很友好。";"<i>zhège chéngshì de rénmen dōu hěn yǒuhǎo.</i><br></br>The people in this city are all very friendly.";"❈ 她的友好态度赢得了很多人的喜爱。";"<i>tā de yǒuhǎo tàidu yíngdé le hěnduō rén de xǐài.</i><br></br>Her friendly attitude has won the love of many people.";"❈ 他对每个人都很友好。";"<i>tā duì měige rén dōu hěn yǒuhǎo.</i><br></br>He is very friendly to everyone.";"🐇 魏无羡对蓝忘机总是很友好。";"<i>wèiwúxiàn duì lánwàngjī zǒngshì hěn yǒuhǎo.</i><br></br>Wei Wuxian is always very friendly to Lan Wangji.";"🐇 蓝曦臣的友好笑容让人感到温暖。";"<i>lánxīchén de yǒuhǎo xiàoróng ràng rén gǎndào wēnnuǎn.</i><br></br>Lan Xichen's friendly smile makes people feel warm.";"♻🦝 水豚的保姆是一只非常友好的鹦鹉。";"<i>shuǐtún de bǎomǔ shì yīzhī fēicháng yǒuhǎo de yīngwǔ.</i><br></br>The capybara's nanny is a very friendly parrot."
"友谊⠀";"yǒuyì";"/companionship/fellowship/friendship//companionship/fellowship/friendship";"友 (friend)";"Other words using this character: 朋友 (friend); 友好 (friendly)";"谊 (friendship)";"There are no other HSK words in this level (or before) using this character.";"❈ 他们之间的友谊经得起时间的考验。";"<i>tāmen zhījiān de yǒuyì jīngdeqǐ shíjiān de kǎoyàn.</i><br></br>Their friendship withstands the test of time.";"❈ 友谊是人生中最宝贵的财富之一。";"<i>yǒuyì shì rénshēng zhōng zuì bǎoguì de cáifù zhīyī.</i><br></br>Friendship is one of the most precious treasures in life.";"❈ 友谊的力量是无穷的。";"<i>yǒuyì de lìliang shì wúqióngde.</i><br></br>The power of friendship is infinite.";"🦝 水豚和鸭子之间的友谊是无与伦比的。";"<i>shuǐtún hé yāzǐ zhījiān de yǒuyì shì wúyǔlúnbǐ de.</i><br></br>The friendship between the capybara and the duck is unparalleled.";"🦝 浣熊和水豚之间有一段深厚的友谊。";"<i>huànxióng hé shuǐtún zhījiān yǒu yīduàn shēnhòu de yǒuyì.</i><br></br>There is a deep friendship between the raccoon and the capybara.";"♻🦝 友谊的定义是无私和支持。";"<i>yǒuyì de dìngyì shì wúsī hé zhīchí.</i><br></br>The definition of friendship is selflessness and support."
"愉快⠀";"yúkuài";"/cheerful/cheerily/delightful/pleasant/pleasantly/pleasing/happy/delighted//cheerful/cheerily/delightful/pleasant/pleasantly/pleasing/happy/delighted";"愉 (pleased)";"There are no other HSK words in this level (or before) using this character.";"快 (quick)";"Other words using this character: 快 (quick); 快乐 (happy); 凉快 (cool)";"❈ 她对这个消息感到愉快。";"<i>tā duì zhège xiāoxi gǎndào yúkuài.</i><br></br>She feels delighted about this news.";"❈ 他的笑容让人感到愉快。";"<i>tā de xiàoróng ràng rén gǎndào yúkuài.</i><br></br>His smile makes people feel cheerful.";"❈ 今天的聚会很愉快。";"<i>jīntiān de jùhuì hěn yúkuài.</i><br></br>Today's gathering is very cheerful.";"🐇 魏无羡和蓝忘机一起弹琴，感到愉快。";"<i>wèiwúxiàn hé lánwàngjī yīqǐ tánqín, gǎndào yúkuài.</i><br></br>Wei Wuxian and Lan Wangji felt delightful playing the qin together.";"🐇 金凌对待小狗非常愉快。";"<i>jīnlíng duìdài xiǎogǒu fēicháng yúkuài.</i><br></br>Jin Ling treats the puppy very happily.";"♻❈ 我在那里度过了一个愉快的假期。";"<i>wǒ zài nàli dùguò le yīgè yúkuài de jiàqī.</i><br></br>I had a pleasant holiday there."
"于是⠀";"yúshì";"/thereupon; as a result; consequently; thus; hence//thereupon; as a result; consequently; thus; hence";"于 (to)";"Other words using this character: 关于 (pertaining to); 终于 (finally); 对于 (regarding); 由于 (due to)";"是 (to be)";"Other words using this character: 是 (to be); 还是 (still); 总是 (always); 可是 (but); 是否 (whether); 要是 (if)";"❈ 他们没来，于是我们只好取消了聚会。";"<i>tāmen méi lái, yúshì wǒmen zhǐhǎo qǔxiāo le jùhuì.</i><br></br>They didn't come, so we had to cancel the gathering.";"❈ 他们赢得了比赛，于是庆祝了一番。";"<i>tāmen yíngdé le bǐsài, yúshì qìngzhù le yīfān.</i><br></br>They won the game, so they celebrated.";"❈ 她迟到了，于是错过了飞机。";"<i>tā chídào le, yúshì cuòguò le fēijī.</i><br></br>She was late, so she missed the plane.";"🐇 蓝忘机拒绝了魏无羡，于是他离开了云深不知处。";"<i>lánwàngjī jùjué le wèiwúxiàn, yúshì tā líkāi le yúnshēn bùzhī chù.</i><br></br>Lan Wangji rejected Wei Wuxian, so he left the Cloud Recesses.";"🐇 金凌不愿意接受魏无羡的帮助，于是他自己解决了问题。";"<i>jīnlíng bù yuànyì jiēshòu wèiwúxiàn de bāngzhù, yúshì tā zìjǐ jiějué le wèntí.</i><br></br>Jin Ling refused to accept Wei Wuxian's help, so he solved the problem himself.";"♻❈ 我们不应该纠缠于是非之间。";"<i>wǒmen bù yīnggāi jiūchán yúshì fēi zhījiān.</i><br></br>We should not be entangled in right and wrong."
"与⠀";"yǔ||yù";"/to take part in//and; to give; together with||to take part in";"与 (and)";"There are no other HSK words in this level (or before) using this character.";"❈ 我很高兴能与你见面。";"<i>wǒ hěn gāoxìng néng yǔ nǐ jiànmiàn.</i><br></br>I am very happy to meet with you.";"❈ 她决定与他一同前往。";"<i>tā juédìng yǔ tā yītóng qiánwǎng.</i><br></br>She decided to go with him.";"❈ 他很乐意与我们一起合作。";"<i>tā hěn lèyì yǔ wǒmen yīqǐ hézuò.</i><br></br>He is very willing to cooperate with us.";"🐇 蓝曦臣不愿与权谋有关的事情扯上关系。";"<i>lánxīchén bùyuàn yǔ quánmóu yǒuguān de shìqing chě shàng guānxi.</i><br></br>Lan Xichen is unwilling to get involved in matters related to power struggles.";"🐇 蓝忘机不愿与魏无羡发生冲突。";"<i>lánwàngjī bùyuàn yǔ wèiwúxiàn fāshēngchōngtū.</i><br></br>Lan Wangji is unwilling to come into conflict with Wei Wuxian.";"♻❈ 这个活动适合儿童参与。";"<i>zhège huódòng shìhé értóng cānyù.</i><br></br>This activity is suitable for children to participate in."
"语法⠀";"yǔfǎ";"/grammar//grammar";"语 (language)";"Other words using this character: 汉语 (Chinese language); 词语 (word); 语言 (language)";"法 (law)";"Other words using this character: 办法 (means); 法律 (law); 方法 (method); 看法 (opinion)";"❈ 语法是语言的基础。";"<i>yǔfǎ shì yǔyán de jīchǔ.</i><br></br>Grammar is the foundation of language.";"❈ 这篇文章中有很多语法错误。";"<i>zhè piānwénzhāng zhōngyǒu hěnduō yǔfǎcuòwù.</i><br></br>There are many grammar mistakes in this article.";"❈ 学习语言需要掌握基本的语法知识。";"<i>xuéxí yǔyán xūyào zhǎngwò jīběn de yǔfǎ zhīshi.</i><br></br>Learning a language requires mastering basic grammar knowledge.";"🐇 江澄在写作文时总是犯一些简单的语法错误。";"<i>jiāngchéng zài xiězuòwén shí zǒngshì fàn yīxiē jiǎndān de yǔfǎcuòwù.</i><br></br>Jiang Cheng always makes some simple grammar mistakes when writing compositions.";"🐇 蓝忘机对语法错误非常敏感，总是能一眼看出来。";"<i>lánwàngjī duì yǔfǎcuòwù fēicháng mǐngǎn, zǒngshì néng yīyǎn kàn chūlái.</i><br></br>Lan Wangji is very sensitive to grammar mistakes and can always spot them at a glance.";"♻❈ 这个词是中文语法中的量词。";"<i>zhège císhì zhōngwén yǔfǎ zhōng de liàngcí.</i><br></br>This word is a classifier in Chinese grammar."
"语言⠀";"yǔyán";"/language/CL:門|门[men2],種|种[zhong3]//language/CL:门[mén],种[zhǒng]";"语 (language)";"Other words using this character: 汉语 (Chinese language); 词语 (word); 语法 (grammar)";"言 (words)";"There are no other HSK words in this level (or before) using this character.";"❈ 这个国家有很多不同的语言。";"<i>zhège guójiā yǒu hěnduō bùtóng de yǔyán.</i><br></br>This country has many different languages.";"❈ 学习一门新的语言需要耐心。";"<i>xuéxí yīmén xīn de yǔyán xūyào nàixīn.</i><br></br>Learning a new language requires patience.";"❈ 他会说很多种语言。";"<i>tāhuì shuō hěn duōzhǒngyǔyán.</i><br></br>He can speak many languages."
"羽毛球⠀";"yǔmáoqiú";"/badminton/shuttlecock//badminton/shuttlecock";"羽 (feather)";"There are no other HSK words in this level (or before) using this character.";"毛 (hair)";"Other words using this character: 毛 (hair); 毛巾 (towel)";"球 (ball)";"Other words using this character: 踢足球 (play football); 打篮球 (play basketball); 地球 (earth); 乒乓球 (table tennis); 网球 (tennis)";"❈ 她是一位羽毛球冠军。";"<i>tā shì yīwèi yǔmáoqiú guànjūn.</i><br></br>She is a badminton champion.";"❈ 我们每周都会去打羽毛球。";"<i>wǒmen měizhōu dōu huì qù dǎ yǔmáoqiú.</i><br></br>We play badminton every week.";"❈ 羽毛球是一项很受欢迎的运动。";"<i>yǔmáoqiú shì yīxiàng hěn shòuhuānyíng de yùndòng.</i><br></br>Badminton is a very popular sport.";"❈ 我们周末经常打羽毛球。";"<i>wǒmen zhōumò jīngcháng dǎ yǔmáoqiú.</i><br></br>We often play badminton on weekends.";"❈ 她是一名羽毛球运动员。";"<i>tā shì yīmíng yǔmáoqiú yùndòngyuán.</i><br></br>She is a badminton player."
"预习⠀";"yùxí";"/to prepare a lesson//to prepare a lesson";"预 (advance)";"There are no other HSK words in this level (or before) using this character.";"习 (practice)";"Other words using this character: 学习 (learn); 复习 (review); 练习 (practice); 习惯 (habit)";"❈ 他花了很多时间预习这节课。";"<i>tāhuā le hěnduō shíjiān yùxí zhèjié kè.</i><br></br>He spent a lot of time preparing for this class.";"❈ 老师要求我们每天预习。";"<i>lǎoshī yāoqiú wǒmen měitiān yùxí.</i><br></br>The teacher requires us to prepare the lesson every day.";"❈ 预习是学习的重要一环。";"<i>yùxí shì xuéxí de zhòngyàoyīhuán.</i><br></br>Preparing for the lesson is an important part of learning.";"❈ 我每天晚上都会预习明天的课程。";"<i>wǒ měitiānwǎnshàng dōu huì yùxí míngtiān de kèchéng.</i><br></br>I preview the lessons for tomorrow every night.";"❈ 预习是学习的重要环节。";"<i>yùxí shì xuéxí de zhòngyàohuánjié.</i><br></br>Previewing is an important part of studying.";"❈ 老师要求我们提前预习。";"<i>lǎoshī yāoqiú wǒmen tíqián yùxí.</i><br></br>The teacher requires us to preview in advance."
"原来⠀";"yuánlái";"/original; former/originally; formerly; at first/so, actually, as it turns out//original; former/originally; formerly; at first/so, actually, as it turns out";"原 (original)";"Other words using this character: 原谅 (forgive); 原因 (cause)";"来 (come)";"Other words using this character: 来 (come); 后来 (afterwards); 起来 (beginning); 本来 (original); 从来 (always); 将来 (future); 来自 (come from); 来不及 (there's not enough time); 来得及 (in time)";"❈ 原来你就是传说中的大侠！";"<i>yuánlái nǐ jiùshì chuánshuō zhōng de dàxiá!</i><br></br>So, it turns out you are the legendary hero!";"❈ 我原来以为他是个医生，原来他是个老师。";"<i>wǒ yuánlái yǐwéi tā shì gè yīshēng, yuánlái tā shì gè lǎoshī.</i><br></br>I originally thought he was a doctor, but it turns out he is a teacher.";"🐇 魏无羡原来是蓝忘机的唯一。";"<i>wèiwúxiàn yuánlái shì lánwàngjī de wéiyī.</i><br></br>As it turns out, Wei Wuxian was Lan Wangji's only one.";"🐇 温情原来是个医生，后来成为了一名优秀的毒师。";"<i>wēnqíng yuánlái shì gè yīshēng, hòulái chéngwéi le yīmíng yōuxiù de dúshī.</i><br></br>As it turns out, Wen Qing was originally a doctor, but later became an excellent poison maker.";"♻🐇 温情查出了真相，原来一切都是温宁的保护。";"<i>wēnqíng cháchū le zhēnxiàng, yuánlái yīqièdūshì wēnníng de bǎohù.</i><br></br>Wen Qing found out the truth, it turns out everything was Wen Ning's protection.";"♻🐇 蓝曦臣对蓝忘机的决定感到意外，原来是因为他不了解他的内心想法，怪不得他感到惊讶。";"<i>lánxīchén duì lánwàngjī de juédìng gǎndào yìwài, yuánlái shìyīnwéi tā bù liǎojiě tā de nèixīn xiǎngfǎ, guàibude tā gǎndào jīngyà.</i><br></br>Lan Xichen was surprised by Lan Wangji's decision, as it turns out he didn't understand his inner thoughts. No wonder he was astonished."
